Nome;Classe;Código;CNPJ;Nome;Tipo de Ativo;ISIN;Setor Econômico|Bovespa;Subsetor Bovespa;Segmento Bovespa
Real;ON;REAL3;-;Real;Ação;-;-;-;-
Real;PN;REAL4;-;Real;Ação;-;-;-;-
Real Ai Pic Sec de Cred Imob S/A;ON;18430 ON;2643896000152;Real Ai Pic Sec de Cred Imob S/A;Ação;-;-;-;-
Real Ai Pic Sec de Cred Imob S/A;PN;18430 PN;2643896000152;Real Ai Pic Sec de Cred Imob S/A;Ação;-;-;-;-
Real Cons Part;ON;RCPR3;2670203000110;Real Cons Part;Ação;-;-;-;-
Real Cons Part;PNE;RCPR11;2670203000110;Real Cons Part;Ação;-;-;-;-
Real Cons Part;PNF;RCPR12;2670203000110;Real Cons Part;Ação;-;-;-;-
Real Holdings;ON;RHPR3;2670204000165;Real Holdings;Ação;-;-;-;-
Real Holdings;PN;RHPR4;2670204000165;Real Holdings;Ação;-;-;-;-
Realpar Part;ON;RPPR3;2670205000100;Realpar Part;Ação;-;-;-;-
Realpar Part;PNB;RPPR6;2670205000100;Realpar Part;Ação;-;-;-;-
Rec 844 Sec de Credito Imob S/A;ON;19810 ON;6349242000171;Rec 844 Sec de Credito Imob S/A;Ação;-;-;-;-
Rec 844 Sec de Credito Imob S/A;PN;19810 PN;6349242000171;Rec 844 Sec de Credito Imob S/A;Ação;-;-;-;-
Recrusul;ON;RCSL3;91333666000117;Recrusul;Ação;BRRCSLACNOR4;Bens industriais;Material de transporte;Material rodoviário
Recrusul;PN;RCSL4;91333666000117;Recrusul;Ação;BRRCSLACNPR1;Bens industriais;Material de transporte;Material rodoviário
Rede D Or;ON;RDOR3;6047087000139;Rede D Or;Ação;BRRDORACNOR8;Saúde;Serviços médico-hospitalares análises e diagnósticos;Serviços médico-hospitalares análises e diagnósticos
Rede Energia;ON;REDE3;61584140000149;Rede Energia;Ação;BRREDEACNOR7;Utilidade pública;Energia elétrica;Energia elétrica
Rede Energia;PN;REDE4;61584140000149;Rede Energia;Ação;BRREDEACNPR4;Utilidade pública;Energia elétrica;Energia elétrica
Redecard;ON;RDCD3;1425787000104;Redecard;Ação;BRRDCDACNOR3;-;-;-
Redentor;ON;RDTR3;12126500000153;Redentor;Ação;BRRDTRACNOR7;-;-;-
Refinaria de Manaus SA;ON;27308 ON;40180943000168;Refinaria de Manaus SA;Ação;-;-;-;-
Reit Secur de Rerc Imob S/A;ON;22802 ON;13349677000181;Reit Secur de Rerc Imob S/A;Ação;-;-;-;-
Ren Hermann;PN;RHER4;92690700000173;Ren Hermann;Ação;-;-;-;-
Renner Part;ON;RNPT3;2659727000100;Renner Part;Ação;-;-;-;-
Renner Part;PN;RNPT4;2659727000100;Renner Part;Ação;BRRNPTACNPR7;-;-;-
Renova;ON;RNEW3;8534605000174;Renova;Ação;BRRNEWACNOR8;Utilidade pública;Energia elétrica;Energia elétrica
Renova;PN;RNEW4;8534605000174;Renova;Ação;BRRNEWACNPR5;Utilidade pública;Energia elétrica;Energia elétrica
Renova;UNT N2;RNEW11;8534605000174;Renova;Ação;BRRNEWCDAM15;Utilidade pública;Energia elétrica;Energia elétrica
Renova Cia Sec de Cred Finan S/A;ON;23744 ON;19133012000112;Renova Cia Sec de Cred Finan S/A;Ação;-;-;-;-
Ret Part;ON;OPRE3B;2363917000186;Ret Part;Ação;BROPREACNOR0;Financeiro;Outros;Outros
Rexam Bcsa;ON;LATS3;29506474000191;Rexam Bcsa;Ação;-;-;-;-
Rhc Securitizadora de Créditos S/A;ON;24635 ON;30702767000123;Rhc Securitizadora de Créditos S/A;Ação;-;-;-;-
Rimet;ON;REEM3;29388352000148;Rimet;Ação;BRREEMACNOR8;-;-;-
Rimet;PN;REEM4;29388352000148;Rimet;Ação;BRREEMACNPR5;-;-;-
Rio + Saneamento Bl 3 S/A;ON;27146 ON;42292007000174;Rio + Saneamento Bl 3 S/A;Ação;-;-;-;-
Rio Alto Energias Renováveis S/A;ON;25720 ON;38199406000118;Rio Alto Energias Renováveis S/A;Ação;-;-;-;-
Rio Alto Stl Holding S/A;ON;27006 ON;40480481000102;Rio Alto Stl Holding S/A;Ação;-;-;-;-
Rio Energy Participações S/A;ON;26298 ON;38126888000186;Rio Energy Participações S/A;Ação;-;-;-;-
Rio Gde Ener;ON;RGEG3;2016439000138;Rio Gde Ener;Ação;-;-;-;-
Rio Parana Energia S/A;ON;25623 ON;23096269000119;Rio Parana Energia S/A;Ação;-;-;-;-
Rioloan 2 Cia Sec de Cred Financeiros;ON;24368 ON;28442718000157;Rioloan 2 Cia Sec de Cred Financeiros;Ação;-;-;-;-
Riosulense;ON;RSUL3;85778074000106;Riosulense;Ação;BRRSULACNOR6;Bens industriais;Material de transporte;Material rodoviário
Riosulense;PN;RSUL4;85778074000106;Riosulense;Ação;BRRSULACNPR3;Bens industriais;Material de transporte;Material rodoviário
Ripasa;ON;RPSA3;-;Ripasa;Ação;-;-;-;-
Ripasa;PN;RPSA4;-;Ripasa;Ação;-;-;-;-
Riva Incorporadora S/A;ON;24996 ON;13457942000145;Riva Incorporadora S/A;Ação;-;-;-;-
Rjcp;ON;RJCP3;8281683000104;Rjcp;Ação;BRRJCPACNOR4;Financeiro;Holdings diversificadas;Holdings diversificadas
Rni;ON;RDNI3;67010660000124;Rni;Ação;BRRDNIACNOR9;Consumo cíclico;Construção civil;Incorporações
Rodobens;UNT;RBNS11;59981829000165;Rodobens;Ação;BRRBNSCDAM14;Bens industriais;Comércio;Material de transporte
Rodonorte - Concess Rod. Integradas S/A;ON;19151 ON;2221531000130;Rodonorte - Concess Rod. Integradas S/A;Ação;-;-;-;-
Rodonorte - Concess Rod. Integradas S/A;PN;19151 PN;2221531000130;Rodonorte - Concess Rod. Integradas S/A;Ação;-;-;-;-
Rodovias Das Colinas SA;ON;23167 ON;3025305000146;Rodovias Das Colinas SA;Ação;-;-;-;-
Rodovias do Brasil Holding SA;ON;026352 ON;41508382000146;Rodovias do Brasil Holding SA;Ação;-;-;-;-
Romaxis Securitizadora S/A;ON;24686 ON;29088092000195;Romaxis Securitizadora S/A;Ação;-;-;-;-
Romi;ON;ROMI3;56720428000163;Romi;Ação;BRROMIACNOR8;Bens industriais;Máquinas e equipamentos;Máq. e equip. industriais
Romi;PN;ROMI4;56720428000163;Romi;Ação;-;Bens industriais;Máquinas e equipamentos;Máq. e equip. industriais
Rossi Resid;ON;RSID3;61065751000180;Rossi Resid;Ação;BRRSIDACNOR8;Consumo cíclico;Construção civil;Incorporações
Rr Casa de Inv e Participações S/A;ON;23787 ON;22131736000131;Rr Casa de Inv e Participações S/A;Ação;-;-;-;-
Rumo Log;ON;RUMO3;71550388000142;Rumo Log;Ação;BRRUMOACNOR3;Bens industriais;Transporte;Transporte ferroviário
Rumo Malha Central S/A;ON;26484 ON;33572408000197;Rumo Malha Central S/A;Ação;-;-;-;-
Rumo Malha Paulista S/A;ON;17930 ON;2502844000166;Rumo Malha Paulista S/A;Ação;-;-;-;-
Rumo Malha Paulista S/A;PN;17930 PN;2502844000166;Rumo Malha Paulista S/A;Ação;-;-;-;-
Rumo S.A.;ON;RAIL3;2387241000160;Rumo S.A.;Ação;BRRAILACNOR9;Bens industriais;Transporte;Transporte ferroviário
Rumo S.A.;ON-old;ALLL3;2387241000160;Rumo S.A.;Ação;BRALLLACNOR6;Bens industriais;Transporte;Transporte ferroviário
Rumo S.A.;PN;ALLL4;2387241000160;Rumo S.A.;Ação;-;Bens industriais;Transporte;Transporte ferroviário
Rumo S.A.;UNT N2;ALLL11;2387241000160;Rumo S.A.;Ação;-;Bens industriais;Transporte;Transporte ferroviário
S Gobain Canal;ON;BARB3;28672087000162;S Gobain Canal;Ação;-;-;-;-
S Gobain Canal;PN;BARB4;28672087000162;S Gobain Canal;Ação;-;-;-;-
S Gobain Vidro;ON;VSMA3;60853942000144;S Gobain Vidro;Ação;-;-;-;-
Saber Serviços Educacionais S/A;ON;24490 ON;3818379000130;Saber Serviços Educacionais S/A;Ação;-;-;-;-
Sabesp;ON;SBSP3;43776517000180;Sabesp;Ação;BRSBSPACNOR5;Utilidade pública;Água e saneamento;Água e saneamento
Sadia S/A;ON;SDIA3;20730099000194;Sadia S/A;Ação;-;-;-;-
Sadia S/A;PN;SDIA4;20730099000194;Sadia S/A;Ação;-;-;-;-
Safira Energ;ON;SAEN3;13522948000159;Safira Energ;Ação;BRSAENACNOR2;Utilidade pública;Energia elétrica;Energia elétrica
Safra Leasing SA;ON;19844 ON;62063177000194;Safra Leasing SA;Ação;-;-;-;-
Salus Infra Protuaria S/A;ON;23540 ON;15494541000190;Salus Infra Protuaria S/A;Ação;-;-;-;-
Sam Industr;ON;FCAP3;33017039000170;Sam Industr;Ação;BRFCAPACNOR8;-;-;-
Sam Industr;PN;FCAP4;33017039000170;Sam Industr;Ação;BRFCAPACNPR5;-;-;-
Samitri;PN;SAMI4;17179391000156;Samitri;Ação;-;-;-;-
Sanasa - Soc de Abast de Agua e Saneamento S/A;ON;16241 ON;46119855000137;Sanasa - Soc de Abast de Agua e Saneamento S/A;Ação;-;-;-;-
Saneamento de Goias S/A;ON;19186 ON;1616929000102;Saneamento de Goias S/A;Ação;-;-;-;-
Saneamento de Goias S/A;PN;19186 PN;1616929000102;Saneamento de Goias S/A;Ação;-;-;-;-
Saneatins - Cia de Saneamento do Tocantins;ON;23809 ON;25089509000183;Saneatins - Cia de Saneamento do Tocantins;Ação;-;-;-;-
Saneatins - Cia de Saneamento do Tocantins;PN;23809 PN;25089509000183;Saneatins - Cia de Saneamento do Tocantins;Ação;-;-;-;-
Sanepar;ON;SAPR3;76484013000145;Sanepar;Ação;BRSAPRACNOR9;Utilidade pública;Água e saneamento;Água e saneamento
Sanepar;PN;SAPR4;76484013000145;Sanepar;Ação;BRSAPRACNPR6;Utilidade pública;Água e saneamento;Água e saneamento
Sanepar;UNT N2;SAPR11;76484013000145;Sanepar;Ação;BRSAPRCDAM13;Utilidade pública;Água e saneamento;Água e saneamento
Sanesalto Saneamento S/A;ON;19593 ON;2724983000134;Sanesalto Saneamento S/A;Ação;-;-;-;-
Sansuy;ON;SNSY3;14807945000124;Sansuy;Ação;BRSNSYACNOR2;Materiais básicos;Materiais diversos;Materiais diversos
Sansuy;PNA;SNSY5;14807945000124;Sansuy;Ação;BRSNSYACNPA5;Materiais básicos;Materiais diversos;Materiais diversos
Sansuy;PNB;SNSY6;14807945000124;Sansuy;Ação;BRSNSYACNPB3;Materiais básicos;Materiais diversos;Materiais diversos
Santa Catarina Part Invest S/A;ON;15199 ON;897864000158;Santa Catarina Part Invest S/A;Ação;-;-;-;-
Santander BR;ON;SANB3;90400888000142;Santander BR;Ação;BRSANBACNOR8;Financeiro;Intermediários financeiros;Bancos
Santander BR;PN;SANB4;90400888000142;Santander BR;Ação;BRSANBACNPR5;Financeiro;Intermediários financeiros;Bancos
Santander BR;UNT;SANB11;90400888000142;Santander BR;Ação;BRSANBCDAM13;Financeiro;Intermediários financeiros;Bancos
Santander BR;UNT;SANB99;90400888000142;Santander BR;Ação;BRSANBCDAXX8;Financeiro;Intermediários financeiros;Bancos
Santander Leasing SA;ON;20559 ON;47193149000106;Santander Leasing SA;Ação;-;-;-;-
Santander Noroeste;PN;BNET4;-;Santander Noroeste;Ação;-;-;-;-
Santanense;ON;CTSA3;21255567000189;Santanense;Ação;BRCTSAACNOR3;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Santanense;PN;CTSA4;21255567000189;Santanense;Ação;BRCTSAACNPR0;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Santanense;PND;CTSA8;21255567000189;Santanense;Ação;BRCTSAACNPD0;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Santher Fab de Papel Sta Terezinha S/A;ON;14923 ON;61101895000145;Santher Fab de Papel Sta Terezinha S/A;Ação;-;-;-;-
Santista Alimentos;ON;MFLU3;-;Santista Alimentos;Ação;-;-;-;-
Santistextil;ON;ASTA3;15082688000173;Santistextil;Ação;-;-;-;-
Santistextil;PN;ASTA4;15082688000173;Santistextil;Ação;-;-;-;-
Santo Antonio Energia SA;ON;23388 ON;9391823000160;Santo Antonio Energia SA;Ação;-;-;-;-
Santos Bras;ON;STBR3;2084220000176;Santos Bras;Ação;-;-;-;-
Santos Bras;PN;STBR4;2084220000176;Santos Bras;Ação;-;-;-;-
Santos Bras;UNT N2;STBR11;2084220000176;Santos Bras;Ação;-;-;-;-
Santos Brp;ON;STBP3;2762121000104;Santos Brp;Ação;BRSTBPACNOR3;Bens industriais;Transporte;Serviços de apoio e armazenagem
Santos Brp;PN;STBP4;2762121000104;Santos Brp;Ação;BRSTBPACNPR0;Bens industriais;Transporte;Serviços de apoio e armazenagem
Santos Brp;UNT N2;STBP11;2762121000104;Santos Brp;Ação;BRSTBPCDAM10;Bens industriais;Transporte;Serviços de apoio e armazenagem
Sao Carlos;ON;SCAR3;29780061000109;Sao Carlos;Ação;BRSCARACNOR7;Financeiro;Exploração de imóveis;Exploração de imóveis
Sao Carlos;PN;SCAR4;29780061000109;Sao Carlos;Ação;-;Financeiro;Exploração de imóveis;Exploração de imóveis
Sao Martinho;ON;SMTO3;51466860000156;Sao Martinho;Ação;BRSMTOACNOR3;Consumo não cíclico;Alimentos processados;Açúcar e álcool
Sap Securitizadora de Cred Finan S/A;ON;26840 ON;44841035000129;Sap Securitizadora de Cred Finan S/A;Ação;-;-;-;-
Saraiva Livr;ON;SLED3;60500139000126;Saraiva Livr;Ação;BRSLEDACNOR0;Consumo cíclico;Comércio;Produtos diversos
Saraiva Livr;PN;SLED4;60500139000126;Saraiva Livr;Ação;BRSLEDACNPR7;Consumo cíclico;Comércio;Produtos diversos
Sauipe;ON;PSEG3;866577000180;Sauipe;Ação;BRPSEGACNOR4;Consumo cíclico;Hotéis e restaurantes;Hotelaria
Sauipe;PN;PSEG4;866577000180;Sauipe;Ação;BRPSEGACNPR1;Consumo cíclico;Hotéis e restaurantes;Hotelaria
Savarg;ON;VAGV3;92772821000164;Savarg;Ação;-;-;-;-
Savarg;PN;VAGV4;92772821000164;Savarg;Ação;-;-;-;-
Sbf Com de Prod Esportivos SA;ON;25410 ON;6347409000165;Sbf Com de Prod Esportivos SA;Ação;-;-;-;-
Scci Sec de Cred Imob S/A;ON;23337 ON;17568683000180;Scci Sec de Cred Imob S/A;Ação;-;-;-;-
Schlosser;ON;SCLO3;82981929000103;Schlosser;Ação;BRSCLOACNOR1;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Schlosser;PN;SCLO4;82981929000103;Schlosser;Ação;BRSCLOACNPR8;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Schulz;ON;SHUL3;84693183000168;Schulz;Ação;BRSHULACNOR7;Bens industriais;Máquinas e equipamentos;Motores compressores e outros
Schulz;PN;SHUL4;84693183000168;Schulz;Ação;BRSHULACNPR4;Bens industriais;Máquinas e equipamentos;Motores compressores e outros
Sdv Adm de Shopping Center S/A;ON;13790 ON;93167658000173;Sdv Adm de Shopping Center S/A;Ação;-;-;-;-
Seara Alim;ON;SALM3;2914460000150;Seara Alim;Ação;-;-;-;-
Seara Alim;PN;SALM4;2914460000150;Seara Alim;Ação;-;-;-;-
Seb;ON;SEBB3;2762122000140;Seb;Ação;-;-;-;-
Seb;PN;SEBB4;2762122000140;Seb;Ação;-;-;-;-
Seb;UNT N2;SEBB11;2762122000140;Seb;Ação;-;-;-;-
Sec Two Cia Securitizadora de Creditos;ON;23752 ON;20445827000116;Sec Two Cia Securitizadora de Creditos;Ação;-;-;-;-
Seg Al Bahia;ON;CSAB3;15144017000190;Seg Al Bahia;Ação;BRCSABACNOR1;Financeiro;Previdência e seguros;Seguradoras
Seg Al Bahia;PN;CSAB4;15144017000190;Seg Al Bahia;Ação;BRCSABACNPR8;Financeiro;Previdência e seguros;Seguradoras
Seg Min Bras;ON;CSMB3;17197385000121;Seg Min Bras;Ação;-;-;-;-
Seg Min Bras;PN;CSMB4;17197385000121;Seg Min Bras;Ação;-;-;-;-
Seiva S/A - Florestas e Indústrias;ON;10561 ON;87043832000173;Seiva S/A - Florestas e Indústrias;Ação;-;-;-;-
Seiva S/A - Florestas e Indústrias;PN;10561 PN;87043832000173;Seiva S/A - Florestas e Indústrias;Ação;-;-;-;-
Selectpart;ON;SLCT3B;2604860000160;Selectpart;Ação;BRSLCTACNOR0;Outros;Outros;Outros
Self It Academias Holding S/A;ON;26794 ON;22902694000195;Self It Academias Holding S/A;Ação;-;-;-;-
Self It Academias Holding S/A;PN;26794 PN;22902694000195;Self It Academias Holding S/A;Ação;-;-;-;-
Semp;ON;SEMP3;61151445000167;Semp;Ação;-;-;-;-
Seneca Companhia Securitizadora;ON;23698 ON;22495265000140;Seneca Companhia Securitizadora;Ação;-;-;-;-
Senior Sistemas S/A;ON;26786 ON;80680093000181;Senior Sistemas S/A;Ação;-;-;-;-
Sequoia Log;ON;SEQL3;1599101000193;Sequoia Log;Ação;BRSEQLACNOR2;Bens industriais;Serviços diversos;Serviços diversos
Ser Educa;ON;SEER3;4986320000113;Ser Educa;Ação;BRSEERACNOR5;Consumo cíclico;Diversos;Serviços educacionais
Sergen;ON;SGEN3;33161340000153;Sergen;Ação;BRSGENACNOR9;-;-;-
Sergen;PN;SGEN4;33161340000153;Sergen;Ação;BRSGENACNPR6;-;-;-
Serra Azul Water Park S/A;ON;14966 ON;545378000170;Serra Azul Water Park S/A;Ação;-;-;-;-
Sharp;PN;SHAP4;62607502000132;Sharp;Ação;-;-;-;-
Shopping Center Tacaruna S/A;ON;15733 ON;115890000187;Shopping Center Tacaruna S/A;Ação;-;-;-;-
Shoptime;ON;SHTM3;1104894000122;Shoptime;Ação;-;-;-;-
Shoptime;PN;SHTM4;1104894000122;Shoptime;Ação;-;-;-;-
Sibra;PNC;SIBR7;15144306000199;Sibra;Ação;-;-;-;-
Sid Aconorte;PNA;ANO5;-;Sid Aconorte;Ação;-;-;-;-
Sid Nacional;ON;CSNA3;33042730000104;Sid Nacional;Ação;BRCSNAACNOR6;Materiais básicos;Siderurgia e metalurgia;Siderurgia
Sid Riogran;PN;RIO4;-;Sid Riogran;Ação;-;-;-;-
Sid Tubarao;ON;CSTB3;27251974000102;Sid Tubarao;Ação;-;-;-;-
Sid Tubarao;PN;CSTB4;27251974000102;Sid Tubarao;Ação;-;-;-;-
Sifco;PN;SIFC4;60499605000109;Sifco;Ação;-;-;-;-
Simpar;ON;SIMH3;7415333000120;Simpar;Ação;BRSIMHACNOR0;Financeiro;Holdings diversificadas;Holdings diversificadas
Sinqia;ON;SQIA3;4065791000199;Sinqia;Ação;BRSQIAACNOR6;Tecnologia da informação;Programas e serviços;Programas e serviços
SLC Agricola;ON;SLCE3;89096457000155;SLC Agricola;Ação;BRSLCEACNOR2;Consumo não cíclico;Agropecuária;Agricultura
Slot Urbanismo S/A;ON;24678 ON;31910308000106;Slot Urbanismo S/A;Ação;-;-;-;-
Smart Fit;ON;SMFT3;7594978000178;Smart Fit;Ação;BRSMFTACNOR1;Consumo cíclico;Viagens e lazer;Atividades esportivas
Smart Fit;PNAB;SMFT13;7594978000178;Smart Fit;Ação;BRSMFTE01PB5;Consumo cíclico;Viagens e lazer;Atividades esportivas
Smart Fit;PNAE;SMFT14;7594978000178;Smart Fit;Ação;BRSMFTA03PA1;Consumo cíclico;Viagens e lazer;Atividades esportivas
Smart Fit;PNAG;SMFT15;7594978000178;Smart Fit;Ação;BRSMFTA05PA6;Consumo cíclico;Viagens e lazer;Atividades esportivas
Smart Fit;PNB;SMFT6;7594978000178;Smart Fit;Ação;BRSMFTACNPB2;Consumo cíclico;Viagens e lazer;Atividades esportivas
Smart Fit;PNE;SMFT11;7594978000178;Smart Fit;Ação;BRSMFTARNPB0;Consumo cíclico;Viagens e lazer;Atividades esportivas
Smart Fit;PNG;SMFT12;7594978000178;Smart Fit;Ação;BRSMFTACNPG1;Consumo cíclico;Viagens e lazer;Atividades esportivas
Smiles;ON;SMLS3;5730375000120;Smiles;Ação;BRSMLSACNOR1;Consumo cíclico;Diversos;Programas de fidelização
Snb Participacoes S/A;ON;14303 ON;73903718000161;Snb Participacoes S/A;Ação;-;-;-;-
Sofisa;ON;SFSA3;60889128000180;Sofisa;Ação;BRSFSAACNOR8;Financeiro;Intermediários financeiros;Bancos
Sofisa;PN;SFSA4;60889128000180;Sofisa;Ação;BRSFSAACNPR5;Financeiro;Intermediários financeiros;Bancos
Sola;PN;SLAL4;32286411000181;Sola;Ação;-;-;-;-
Solar Bebidas S/A;ON;27014 ON;41052420000107;Solar Bebidas S/A;Ação;-;-;-;-
Solar Bebidas S/A;PN;27014 PN;41052420000107;Solar Bebidas S/A;Ação;-;-;-;-
Sole Comex;ON;SLBR3;-;Sole Comex;Ação;-;-;-;-
Sole Comex;PN;SLBR4;-;Sole Comex;Ação;-;-;-;-
Solvi Essencis Ambiental SA;ON;27073 ON;40263170000183;Solvi Essencis Ambiental SA;Ação;-;-;-;-
Somos Educa;ON;SEDU3;2541982000154;Somos Educa;Ação;BRSEDUACNOR1;Consumo cíclico;Diversos;Serviços educacionais
Somos Educa;UNT N2;ABRE11;2541982000154;Somos Educa;Ação;BRABRECDAM15;Consumo cíclico;Diversos;Serviços educacionais
Sondotecnica;ON;SOND3;33386210000119;Sondotecnica;Ação;BRSONDACNOR5;Bens industriais;Construção e engenharia;Engenharia consultiva
Sondotecnica;PNA;SOND5;33386210000119;Sondotecnica;Ação;BRSONDACNPA8;Bens industriais;Construção e engenharia;Engenharia consultiva
Sondotecnica;PNB;SOND6;33386210000119;Sondotecnica;Ação;BRSONDACNPB6;Bens industriais;Construção e engenharia;Engenharia consultiva
Souto Vidig;ON;PVLT3;60688256000165;Souto Vidig;Ação;-;-;-;-
Souza Cruz;ON;CRUZ3;33009911000139;Souza Cruz;Ação;BRCRUZACNOR0;-;-;-
Spe Akro Securitizadora S/A;ON;23361 ON;19511433000130;Spe Akro Securitizadora S/A;Ação;-;-;-;-
Spel Empreendim;ON;SPEL3;-;Spel Empreendim;Ação;-;-;-;-
Spel Empreendim;PNA;SPEL5;-;Spel Empreendim;Ação;-;-;-;-
Springer;ON;SPRI3;92929520000100;Springer;Ação;BRSPRIACNOR2;Financeiro;Holdings diversificadas;Holdings diversificadas
Springer;PNA;SPRI5;92929520000100;Springer;Ação;BRSPRIACNPA5;Financeiro;Holdings diversificadas;Holdings diversificadas
Springer;PNB;SPRI6;92929520000100;Springer;Ação;BRSPRIACNPB3;Financeiro;Holdings diversificadas;Holdings diversificadas
Springs;ON;SGPS3;7718269000157;Springs;Ação;BRSGPSACNOR4;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Spscs Industrial;PN;BFCV4;59290239000196;Spscs Industrial;Ação;-;-;-;-
SPturis;ON;AHEB3;62002886000160;SPturis;Ação;BRAHEBACNOR0;Consumo cíclico;Viagens e lazer;Produção de eventos e shows
SPturis;PNA;AHEB5;62002886000160;SPturis;Ação;BRAHEBACNPA3;Consumo cíclico;Viagens e lazer;Produção de eventos e shows
SPturis;PNB;AHEB6;62002886000160;SPturis;Ação;BRAHEBACNPB1;Consumo cíclico;Viagens e lazer;Produção de eventos e shows
Stara;ON;STTR3;91495499000100;Stara;Ação;BRSTTRACNOR1;Bens industriais;Máquinas e equipamentos;Máq. e equip. construção e agrícolas
Statkraft;ON;STKF3;622416000141;Statkraft;Ação;BRSTKFACNOR5;Utilidade pública;Energia elétrica;Energia elétrica
Submarino;ON;SUBA3;-;Submarino;Ação;-;-;-;-
Sudameris;ON;BFIT3;60942638000173;Sudameris;Ação;-;-;-;-
Sudameris;PN;BFIT4;60942638000173;Sudameris;Ação;-;-;-;-
Sudeste S/A;ON;OPSE3;2062747000108;Sudeste S/A;Ação;BROPSEACNOR8;Outros;Outros;Outros
Sugoi Incorporadora e Construtora S/A;ON;23957 ON;13584310000142;Sugoi Incorporadora e Construtora S/A;Ação;-;-;-;-
Sul 116 Part;ON;OPTS3;1957772000189;Sul 116 Part;Ação;BROPTSACNOR6;Outros;Outros;Outros
Sul Amer Nac;ON;SASG3;33041062000109;Sul Amer Nac;Ação;-;-;-;-
Sul America;ON;SULA3;29978814000187;Sul America;Ação;BRSULAACNOR2;Financeiro;Previdência e seguros;Seguradoras
Sul America;PN;SULA4;29978814000187;Sul America;Ação;BRSULAACNPR9;Financeiro;Previdência e seguros;Seguradoras
Sul America;UNT N2;SULA11;29978814000187;Sul America;Ação;BRSULACDAM12;Financeiro;Previdência e seguros;Seguradoras
Sul Invest Securitizadora S/A;ON;23345 ON;11181400000167;Sul Invest Securitizadora S/A;Ação;-;-;-;-
Sulacap;ON;SLCP3;-;Sulacap;Ação;-;-;-;-
Sultepa;ON;SULT3;89723993000133;Sultepa;Ação;BRSULTACNOR2;Bens industriais;Construção e engenharia;Construção pesada
Sultepa;PN;SULT4;89723993000133;Sultepa;Ação;BRSULTACNPR9;Bens industriais;Construção e engenharia;Construção pesada
Suzano Hold;ON;NEMO3;60651809000105;Suzano Hold;Ação;BRNEMOACNOR6;Materiais básicos;Madeira e papel;Papel e celulose
Suzano Hold;PNA;NEMO5;60651809000105;Suzano Hold;Ação;BRNEMOACNPA9;Materiais básicos;Madeira e papel;Papel e celulose
Suzano Hold;PNB;NEMO6;60651809000105;Suzano Hold;Ação;BRNEMOACNPB7;Materiais básicos;Madeira e papel;Papel e celulose
Suzano S.A.;ON;SUZB3;16404287000155;Suzano S.A.;Ação;BRSUZBACNOR0;Materiais básicos;Madeira e papel;Papel e celulose
Suzano S.A.;PNA;SUZB5;16404287000155;Suzano S.A.;Ação;BRSUZBACNPA3;Materiais básicos;Madeira e papel;Papel e celulose
Suzano S.A.;PNB;SUZB6;16404287000155;Suzano S.A.;Ação;BRSUZBACNPB1;Materiais básicos;Madeira e papel;Papel e celulose
Sv Engenhar;PN;SAD4;-;Sv Engenhar;Ação;-;-;-;-
Syn Prop Tec;ON;SYNE3;8801621000186;Syn Prop Tec;Ação;BRSYNEACNOR2;Financeiro;Exploração de imóveis;Exploração de imóveis
Taesa;ON;TAEE3;7859971000130;Taesa;Ação;BRTAEEACNOR9;Utilidade pública;Energia elétrica;Energia elétrica
Taesa;PN;TAEE4;7859971000130;Taesa;Ação;BRTAEEACNPR6;Utilidade pública;Energia elétrica;Energia elétrica
Taesa;UNT N2;TAEE11;7859971000130;Taesa;Ação;BRTAEECDAM10;Utilidade pública;Energia elétrica;Energia elétrica
Taipe Trancoso Empreed S/A;ON;20508 ON;28573830000127;Taipe Trancoso Empreed S/A;Ação;-;-;-;-
Tam S/A;ON;TAMM3;1832635000118;Tam S/A;Ação;BRTAMMACNOR5;-;-;-
Tam S/A;PN;TAMM4;1832635000118;Tam S/A;Ação;BRTAMMACNPR2;-;-;-
Tam Transp;PN;TAMR4;-;Tam Transp;Ação;-;-;-;-
Tarpon Inv;ON;TRPN3;5341549000163;Tarpon Inv;Ação;BRTRPNACNOR0;Financeiro;Serviços financeiros diversos;Gestão de recursos e investimentos
Taurus Armas;ON;TASA3;92781335000102;Taurus Armas;Ação;BRTASAACNOR7;Bens industriais;Máquinas e equipamentos;Armas e munições
Taurus Armas;PN;TASA4;92781335000102;Taurus Armas;Ação;BRTASAACNPR4;Bens industriais;Máquinas e equipamentos;Armas e munições
TC;ON;TRAD3;26345998000150;TC;Ação;BRTRADACNOR3;Tecnologia da informação;Programas e serviços;Programas e serviços
TC Securities Cia de Sec;ON;20389 ON;67437434000124;TC Securities Cia de Sec;Ação;-;-;-;-
Tcp Terminal de Contêineres de Paranaguá S/A;ON;24066 ON;12919786000124;Tcp Terminal de Contêineres de Paranaguá S/A;Ação;-;-;-;-
